Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Cu (at.%)
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,90.0,90.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,90.0,70.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
N. G. Jones and D. Dye,Intermetallics,Influence of applied stress on the transformation behaviour and martensite evolution of a Ti–Ni–Cu shape memory alloy,2013.0,90.0,77.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,89.0,70.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,89.0,64.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,88.0,64.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
K. Yamazaki; S. Kajiwara; T. Kikuchi; K. Ogawa and S. Miyazaki,Journal de Physique IV ,Super-high strength shape memory thin films,2003.0,88.0,74.0,40.0,Ni40.0Ti54.3Cu5.7 %,54.3,5.7
G.-b. Cho; C.-a. Yu; J.-h. Lee; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Lattice deformation and shape memory characteristics of Ti–30Ni–20Cu(at.%) alloy ribbons,2006.0,88.0,89.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
K. Hori; T. Namazu and S. Inoue,Thin Solid Films,Effect of Cu content on the shape memory behavior of Ti–Ni–Cu alloy thin films prepared by triple-source dc magnetron sputtering,2010.0,88.0,79.0,32.9,Ni32.9Ti48.1Cu19.0 %,48.1,19.0
T.-H. Nam and Y.-W. Kim,Intermetallics,Shape memory characteristics of rapidly solidified Ti50Ni15Cu35 alloy ribbons,2010.0,88.0,79.0,15.0,Ni15.0Ti50.0Cu35.0 %,50.0,35.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,88.0,73.0,11.3,Ni11.3Ti51.4Cu37.3 %,51.4,37.3
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,87.0,67.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,87.0,66.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. Matsunaga; S. Kajiwara; K. Ogawa; T. Kikuchi and S. Miyazaki,Materials Science and Engineering: A,High strength Ti–Ni-based shape memory thin films,1999.0,86.0,77.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,86.0,82.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,86.0,69.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
V. Tokarev; A. Savvinov and V. Khachin,Fiz. Met. Metalloved.,Shape-Memory Effect During Martensite Transformations in TiNi--TiCu Alloys,1983.0,85.0,96.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,85.0,69.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,85.0,84.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,85.0,60.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,85.0,94.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
K. Hori; T. Namazu and S. Inoue,Thin Solid Films,Effect of Cu content on the shape memory behavior of Ti–Ni–Cu alloy thin films prepared by triple-source dc magnetron sputtering,2010.0,85.0,64.0,41.8,Ni41.8Ti52.1Cu6.1 %,52.1,6.1
T.-H. Nam and Y.-W. Kim,Intermetallics,Shape memory characteristics of rapidly solidified Ti50Ni15Cu35 alloy ribbons,2010.0,85.0,77.0,15.0,Ni15.0Ti50.0Cu35.0 %,50.0,35.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,85.0,79.0,25.2,Ni25.2Ti51.4Cu23.4 %,51.4,23.4
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,84.0,97.0,42.6,Ni42.6Ti52.4Cu5.0 %,52.4,5.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,84.0,69.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,84.0,78.0,40.0,Ni40.0Ti48.5Cu11.5 %,48.5,11.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,84.0,74.0,40.0,Ni40.0Ti48.5Cu11.5 %,48.5,11.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,84.0,88.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,84.0,77.0,23.9,Ni23.9Ti48.3Cu27.8 %,48.3,27.8
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,84.0,86.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,84.0,62.0,11.3,Ni11.3Ti51.4Cu37.3 %,51.4,37.3
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,83.0,92.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y. Q. Fu; J. Luo; A. Flewitt; S.-E. Ong; S. Zhang; H. Du and W. Milne,Smart Materials and Structures,Microactuators of free-standing TiNiCu films,2007.0,83.0,73.0,47.0,Ni47.0Ti50.0Cu3.0 %,50.0,3.0
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,83.0,91.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,83.0,72.0,25.2,Ni25.2Ti51.4Cu23.4 %,51.4,23.4
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,83.0,75.0,15.7,Ni15.7Ti51.2Cu33.1 %,51.2,33.1
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,82.0,89.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,82.0,67.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,82.0,88.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
T.-H. Nam and Y.-W. Kim,Intermetallics,Shape memory characteristics of rapidly solidified Ti50Ni15Cu35 alloy ribbons,2010.0,82.0,75.0,15.0,Ni15.0Ti50.0Cu35.0 %,50.0,35.0
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,82.0,59.0,30.2,Ni30.2Ti49.8Cu20.0 %,49.8,20.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,82.0,58.0,21.1,Ni21.1Ti51.3Cu27.6 %,51.3,27.6
S. Miyazaki and A. Ishida,Materials Science and Engineering: A,Martensitic transformation and shape memory behavior in sputter-deposited TiNi-base thin films,1999.0,81.0,88.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
Y. Fu; H. Du; S. Zhang and Y. Gu,Surface and Coatings Technology,Stress and surface morphology of TiNiCu thin films: effect of annealing temperature,2005.0,81.0,56.0,47.5,Ni47.5Ti49.5Cu3.0 %,49.5,3.0
G.-b. Cho; C.-a. Yu; J.-h. Lee; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Lattice deformation and shape memory characteristics of Ti–30Ni–20Cu(at.%) alloy ribbons,2006.0,81.0,83.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato and K. Ogawa,Philosophical Magazine Letters,Microstructure and shape-memory behavior of annealed Ti51.5Ni33.1Cu15.4 thin films,2006.0,81.0,77.0,33.1,Ni33.1Ti51.5Cu15.4 %,51.5,15.4
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,81.0,74.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,81.0,82.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,81.0,67.0,15.7,Ni15.7Ti51.2Cu33.1 %,51.2,33.1
B. Ramachandran; R. Tang; P. Chang; Y. Kuo; C. Chien and S. Wu,Journal of Applied Physics,Cu-substitution effect on thermoelectric properties of the TiNi-based shape memory alloys,2013.0,81.0,72.0,20.0,Ni20.0Ti50.0Cu30.0 %,50.0,30.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,80.0,70.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
S. Miyazaki and A. Ishida,Materials Science and Engineering: A,Martensitic transformation and shape memory behavior in sputter-deposited TiNi-base thin films,1999.0,80.0,92.0,42.6,Ni42.6Ti52.4Cu5.0 %,52.4,5.0
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,80.0,81.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,80.0,86.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,80.0,91.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
M. Tomozawa; H. Y. Kim; A. Yamamoto; S. Hiromoto and S. Miyazaki,Acta Materialia,Effect of heat treatment temperature on the microstructure and actuation behavior of a Ti–Ni–Cu thin film microactuator,2010.0,80.0,75.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,80.0,77.0,21.1,Ni21.1Ti51.3Cu27.6 %,51.3,27.6
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,79.0,83.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,79.0,84.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,79.0,58.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,79.0,78.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
T.-H. Nam and Y.-W. Kim,Intermetallics,Shape memory characteristics of rapidly solidified Ti50Ni15Cu35 alloy ribbons,2010.0,79.0,72.0,15.0,Ni15.0Ti50.0Cu35.0 %,50.0,35.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,79.0,44.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,78.0,93.0,42.6,Ni42.6Ti52.4Cu5.0 %,52.4,5.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,78.0,114.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,78.0,92.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
G.-b. Cho; C.-a. Yu; J.-h. Lee; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Lattice deformation and shape memory characteristics of Ti–30Ni–20Cu(at.%) alloy ribbons,2006.0,78.0,80.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
T. Goryczka and J. Van Humbeeck,Journal of Achievements in Materials and Manufacturing Engineering,Characterization of a NiTiCu shape memory alloy produced by powder technology,2006.0,78.0,45.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,78.0,81.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,78.0,80.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,78.0,58.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,78.0,59.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,78.0,69.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,78.0,62.0,30.2,Ni30.2Ti49.8Cu20.0 %,49.8,20.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,78.0,46.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,77.0,92.0,42.6,Ni42.6Ti52.4Cu5.0 %,52.4,5.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,77.0,73.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,77.0,70.0,34.0,Ni34.0Ti50.0Cu16.0 %,50.0,16.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,77.0,67.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,77.0,84.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
S.-w. Kang; Y.-M. Lim; Y.-h. Lee; H.-j. Moon; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Microstructures and shape memory characteristics of a Ti–20Ni–30Cu (at.%) alloy strip fabricated by the melt overflow process,2010.0,77.0,74.0,20.0,Ni20.0Ti50.0Cu30.0 %,50.0,30.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,77.0,49.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
B. Ramachandran; R. Tang; P. Chang; Y. Kuo; C. Chien and S. Wu,Journal of Applied Physics,Cu-substitution effect on thermoelectric properties of the TiNi-based shape memory alloys,2013.0,77.0,65.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
J. Li; W. L. Song; X. L. Meng; P. Wu; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,The microstructure of martensite in a Ti50.2Ni29.8Cu20 shape memory alloy ribbons,2015.0,77.0,86.0,29.8,Ni29.8Ti50.2Cu20.0 %,50.2,20.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,76.0,114.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,76.0,98.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. Matsunaga; S. Kajiwara; K. Ogawa; T. Kikuchi and S. Miyazaki,Acta Materialia,Internal structures and shape memory properties of sputter-deposited thin films of a Ti–Ni–Cu alloy,2001.0,76.0,82.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,76.0,78.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
E. López Cuellar; G. Guénin and M. Morin,Materials Science Forum,Strain-resistivity behavior of a Ti-45Ni-5Cu shape memory alloy during superelastic and SATWME cycling,2006.0,76.0,86.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,76.0,80.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,76.0,76.0,23.9,Ni23.9Ti48.3Cu27.8 %,48.3,27.8
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,76.0,67.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,76.0,78.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
K. Hori; T. Namazu and S. Inoue,Thin Solid Films,Effect of Cu content on the shape memory behavior of Ti–Ni–Cu alloy thin films prepared by triple-source dc magnetron sputtering,2010.0,76.0,71.0,32.9,Ni32.9Ti48.1Cu19.0 %,48.1,19.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,76.0,52.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Furuya; M. Matsumoto and T. Matsumoto,International Conference on Martensitic Transformations,Mechanical properties and microstructure of rapidly solidified NiTiCu alloy,1992.0,75.0,77.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,75.0,59.0,38.0,Ni38.0Ti50.0Cu12.0 %,50.0,12.0
H. Miyamoto; T. Taniwaki; T. Ohba; K. Otsuka; S. Nishigori and K. Kato,Scripta Materialia,Two-stage B2–B19–B19′ martensitic transformation in a Ti50Ni30Cu20 alloy observed by synchrotron radiation,2005.0,75.0,72.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
T. Goryczka and J. Van Humbeeck,Journal of Achievements in Materials and Manufacturing Engineering,Characterization of a NiTiCu shape memory alloy produced by powder technology,2006.0,75.0,42.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida and M. Sato,Philosophical Magazine,Microstructure and shape memory behaviour of annealed Ti51.5Ni(48.5- x )Cu x ( x  = 6.5–20.9) thin films,2007.0,75.0,72.0,27.4,Ni27.4Ti51.7Cu20.9 %,51.7,20.9
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,75.0,80.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,75.0,71.0,11.3,Ni11.3Ti51.4Cu37.3 %,51.4,37.3
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,75.0,55.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
W. Moberly; J. Proft; T. Duerig and R. Sinclair,Materials Science Forum,Twinless martensite in TiNiCu shape memory alloys,1990.0,74.0,39.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,74.0,78.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
S. Miyazaki and A. Ishida,Materials Science and Engineering: A,Martensitic transformation and shape memory behavior in sputter-deposited TiNi-base thin films,1999.0,74.0,82.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,74.0,91.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,74.0,79.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,74.0,62.0,23.9,Ni23.9Ti48.3Cu27.8 %,48.3,27.8
