Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Cu (at.%)
H.-j. Jiang; C.-b. Ke; S.-s. Cao; X. Ma and X.-p. Zhang,Transactions of Nonferrous Metals Society of China,Phase transformation and damping behavior of lightweight porous TiNiCu alloys fabricated by powder metallurgy process,2013.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
D. E. Soto-Parra; H. Flores-Zúñiga; E. L. Cuéllar; R. A. Ochoa-Gamboa and D. Ríos-Jara,Materials ReseVARh,Recrystallization of a Ti-45Ni-5Cu cold-worked shape memory alloy characterized by thermoelectric power and electrical properties,2014.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
H. Sehitoglu; I. Karaman; X. Zhang; A. Viswanath; Y. Chumlyakov and H. J. Maier,Acta Materialia,Strain–temperature behavior of NiTiCu shape memory single crystals,2001.0,8.0,8.0,41.4,Ni41.4Ti49.5Cu9.1 %,49.5,9.1
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Phukaoluan; A. Khantachawana; P. Kaewtathip; S. Dechkunakorn; N. Anuwongnukroh; P. Santiwong and J. Kajornchaiyakul,Applied Mechanics and Materials,Property improvement of TiNi by Cu addition for orthodontics applications,2011.0,10.0,10.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
H. J. Zhang and C. J. Qiu,Materials Science and Engineering: A,Characterization and MEMS application of low temperature TiNi(Cu) shape memory thin films,2006.0,3.0,3.0,46.3,Ni46.3Ti48.9Cu4.8 %,48.9,4.8
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,2.0,2.0,34.0,Ni34.0Ti50.0Cu16.0 %,50.0,16.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Phukaoluan; A. Khantachawana; P. Kaewtathip; S. Dechkunakorn; N. Anuwongnukroh; P. Santiwong and J. Kajornchaiyakul,Applied Mechanics and Materials,Property improvement of TiNi by Cu addition for orthodontics applications,2011.0,10.0,10.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,39.9,Ni39.9Ti48.5Cu11.6 %,48.5,11.6
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,10.0,10.0,49.5,Ni49.5Ti49.5Cu1.0 %,49.5,1.0
H. Sehitoglu; I. Karaman; X. Zhang; A. Viswanath; Y. Chumlyakov and H. J. Maier,Acta Materialia,Strain–temperature behavior of NiTiCu shape memory single crystals,2001.0,8.0,8.0,41.4,Ni41.4Ti49.5Cu9.1 %,49.5,9.1
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,5.0,5.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
A. Phukaoluan; A. Khantachawana; P. Kaewtathip; S. Dechkunakorn; N. Anuwongnukroh; P. Santiwong and J. Kajornchaiyakul,Applied Mechanics and Materials,Property improvement of TiNi by Cu addition for orthodontics applications,2011.0,10.0,10.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
H. Sehitoglu; I. Karaman; X. Zhang; A. Viswanath; Y. Chumlyakov and H. J. Maier,Acta Materialia,Strain–temperature behavior of NiTiCu shape memory single crystals,2001.0,8.0,8.0,41.4,Ni41.4Ti49.5Cu9.1 %,49.5,9.1
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,42.1,Ni42.1Ti51.5Cu6.4 %,51.5,6.4
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,45.9,Ni45.9Ti49.1Cu5.0 %,49.1,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,10.0,10.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,38.5,Ni38.5Ti51.5Cu10.0 %,51.5,10.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Nespoli; E. Villa and F. Passaretti,Journal of Alloys and Compounds,Effect of Yttrium on microstructure; thermal properties and damping capacity of Ni41Ti50Cu9 alloy,2015.0,10.0,10.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,5.0,5.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T.-H. Nam; J.-H. Lee; J.-M. Nam; K.-W. Kim; G.-B. Cho and Y.-W. Kim,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–45at.%Ni–5at.%Cu alloy ribbons containing Ti2Ni particles,2008.0,1.0,1.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,2.0,2.0,49.5,Ni49.5Ti49.5Cu1.0 %,49.5,1.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,10.0,10.0,36.0,Ni36.0Ti49.0Cu15.0 %,49.0,15.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.7,Ni42.7Ti49.3Cu8.0 %,49.3,8.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.7,Ni42.7Ti49.3Cu8.0 %,49.3,8.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,44.9,Ni44.9Ti48.9Cu6.2 %,48.9,6.2
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,3.0,3.0,45.0,Ni45.0Ti38.0Cu17.0 %,38.0,17.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,46.1,Ni46.1Ti48.9Cu5.0 %,48.9,5.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T.-H. Nam; J.-H. Lee; J.-M. Nam; K.-W. Kim; G.-B. Cho and Y.-W. Kim,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–45at.%Ni–5at.%Cu alloy ribbons containing Ti2Ni particles,2008.0,1.0,1.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,40.7,Ni40.7Ti49.3Cu10.0 %,49.3,10.0
K.-N. Lin and S.-K. Wu,Intermetallics,Multi-stage transformation in annealed Ni-rich Ti49Ni41Cu10 shape memory alloy,2010.0,10.0,10.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,10.0,10.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,10.0,10.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,3.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,46.2,Ni46.2Ti48.8Cu5.0 %,48.8,5.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,10.0,10.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,45.4,Ni45.4Ti48.5Cu6.1 %,48.5,6.1
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,10.0,10.0,49.0,Ni49.0Ti49.0Cu2.0 %,49.0,2.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,41.1,Ni41.1Ti48.9Cu10.0 %,48.9,10.0
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,2.0,2.0,49.0,Ni49.0Ti49.0Cu2.0 %,49.0,2.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,41.2,Ni41.2Ti48.8Cu10.0 %,48.8,10.0
L. Chang and D. S. Grummon,Philosophical Magazine A,Phase transformations in sputtered thin films of Ti x (Ni; Cu)1−x II: Displacive transformations,1997.0,5.0,5.0,46.5,Ni46.5Ti47.4Cu6.1 %,47.4,6.1
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,2.0,2.0,48.5,Ni48.5Ti48.5Cu3.0 %,48.5,3.0
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,10.0,10.0,48.5,Ni48.5Ti48.5Cu3.0 %,48.5,3.0
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,2.0,2.0,48.0,Ni48.0Ti48.0Cu4.0 %,48.0,4.0
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,10.0,10.0,48.0,Ni48.0Ti48.0Cu4.0 %,48.0,4.0
T. H. Nam; T. Saburi; Y. Nakata; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics and Lattice Deformation in Ti-Ni-Cu Alloys,1990.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y. Furuya; M. Matsumoto and T. Masumoto,Materials ReseVARh Society,Material characterization of rapidly solidified Ti-Ni-Cu alloys,1992.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
J. Z. Chen and S. K. Wu,Journal of Non-Crystalline Solids,Crystallization temperature and activation energy of rf-sputtered near-equiatomic TiNi and Ti50Ni40Cu10 thin films,2001.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
J. Z. Chen and S. K. Wu,Journal of Non-Crystalline Solids,Crystallization temperature and activation energy of rf-sputtered near-equiatomic TiNi and Ti50Ni40Cu10 thin films,2001.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
P.-Y. Hsu and J.-M. Ting,Thin Solid Films,Growth and characteristics of TiNiCu thin films,2002.0,10.0,10.0,42.5,Ni42.5Ti49.6Cu7.9 %,49.6,7.9
T. Kotil; H. Sehitoglu; H. J. Maier and Y. I. Chumlyakov,Materials Science and Engineering: A,Transformation and detwinning induced electrical resistance variations in NiTiCu,2003.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
Y. Zheng; L. Cui and J. Schrooten,Materials Letters,Thermal cycling behaviors of a NiTiCu wire reinforced Kevlar/epoxy composite,2005.0,5.0,5.0,38.7,Ni38.7Ti50.0Cu11.3 %,50.0,11.3
S.-H. Chang; S.-K. Wu and H. Kimura,Materials Transactions,Crystallization Kinetics of Ti50Ni25Cu25 Melt Spun Amorphous Ribbons,2006.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
